cb	mojikyo	entity	uni_flag	unicode	nor_unicode	des	nor	cx
00466	M043030	M043030	1	97BE		[革*華]	靴	
00467	M043079	M043079	1	97C8		[革*蔑]	襪	
00468	M042744	M042744	0	4A55		[革*卬]		
00469	M043198	M043198	1	97DB		[糒-米+韋]		
00470	M047209	M047209	1	9DC4		[奚*鳥]	雞	
00471	M059508	M059508	1	5C57		[屘-子+寸]		
00472	M059396	M059396	1	57C8		[峻-山+土]	峻	
00473	M023339	M023339	1	7740		[差-工+目]	著	
00474	M021877	M021877	1	7575		[書-曰+(凵@田)]	畫	
00475	M019008	M019008	1	70D6		[栽-木+火]	災	
00476	M022333	M022333	0	24E03		[病-丙+((宋-木)/火/又)]	瘦	
00477	M072745	CB0477	0		3F97	[病-丙+(一/艮)]	痕	
00478	M022525	M022525	0	24E99		[病-丙+(止/(止*止))]		
00479	M022166	M022166	0	24D7F		[病-丙+(陋-(阿-可))]	瘺	
00480	M022347	M022347	0	24E0C		[病-丙+(企-止+(套-大))]		
00481	M022082	M022082	1	75B1		[病-丙+包]		
00482	M022129	M022129	1	75C6		[病-丙+尼]		
00483	M022124	M022124	1	75C3		[病-丙+玄]		
00484	M022297	M022297	1	7602		[病-丙+亞]	啞	
00485	M022467	M022467	1	763B		[病-丙+婁]	瘺	
00486	M022480	M022480	1	764A		[病-丙+陰]		
00487	M022493	M022493	1	7640		[病-丙+黃]		
00488	M067242	M067242	0	24EE7		[病-丙+槃]	瘢	
00489	M022604	M022604	0	24EF2		[病-丙+樂]	療	
00490	M022610	M022610	0	24EF7		[病-丙+盤]		
00491	M022634	M022634	1	766F		[病-丙+瞿]	臞	
00492	M022654	M022654	0	24F23		[病-丙+戀]	癵	
00493	M044025	M044025	1	98E4		[飢-几+人]	飼	
00494	M044060	M044060	0	2969B		[飢-几+內]		
00495	M044206	M044206	1	991C		[飢-几+果]		
00496	M055880	M055880	1	991D		[飢-几+芳]		
00497	M044308	M044308	1	993B		[飢-几+羔]	糕	
00498	M044390	M044390	1	994D		[飢-几+善]	膳	
00499	M044633	M044633	1	99C4		[馬*太]	馱	
00500	M044610	M044610	1	99BC		[馬*文]		
00501	M067059	M067059	0	4B7E		[馬*犬]	馱	
00502	M044636	M044636	1	99C8		[馬*丘]	驅	
00503	M044678	M044678	1	99DA		[馬*央]		
00504	M044815	M044815	1	9A0C		[馬*宗]	騣	
00505	M045017	M045017	0	299A0		[馬*剽]		
00506	M015299	M015299	1	69C0		[高/木]	槁	
00507	M045657	M045657	1	9B2D		[鬥@(?*斤)]	鬥	
00508	M045649	M045649	1	9B2A		[鬥@(豆*寸)]	鬥	
00509	M034532	M034532	0	2771F		[商/衣]	裔	
00510	M067334	CB0510				[國*瓜]		
00511	M033144	M033144	1	871D		[基-土+虫]	蜞	
00512	M034535	M034535	1	893A		[執/衣]		
00513	M057507	M057507	1	750E		[專*瓦]		
00514	M002930	M002930	1	5393		[崖-山]		
00515	M024283	M024283	1	788D		[得-彳+石]	礙	
00516	M048305	M048305	1	9F08		[敝/黽]	鱉	
00517	M011099	M011099	1	615C		[敏/心]		
00518	M011095	M011095	1	6159		[斬/心]	慚	
00519	M000763	M000763	1	5010		[條-木+火]	倏	
00520	M022002	M022002	1	758E		[疏-(梳-木)+束]	疏	
00521	M035425	M035425	1	8A67		[祭-示+言]		
00522		CB0522				[莽-廾+皿]	蓋	
00523	M033543	M033543	1	87C7		[莫/虫]	蟆	
00525	M034301	M034301	1	88D3		[袖-由+戒]		
00526	M034730	M034730	1	8975		[袖-由+聶]		
00527	M038904	M038904	0	284CD		[這-言+(序-予+手)]		
00528	M038827	M038827	1	8FF9		[這-言+亦]	跡	
00529	M038868	M038868	1	9008		[這-言+向]	迥	
00530	M054703	M054703	1	9039		[這-言+幸]	達	
00531	M038950	M038950	1	9037		[這-言+易]	逖	
00532	M039048	M039048	1	9061		[這-言+朔]	溯	
00533	M032345	M032345	0		27039	[這-言+蔗]	蔗	
00534	M039080	M039080	1	906C		[這-言+欶]	速	
00535	M025840	M025840	1	7AF8		[竟*竟]	競	
00536	M046496	M046496	1	9C53		[魚*單]	鱔	
00537	M046632	M046632	1	9C7B		[魚/(魚*魚)]		
00538	M047688	M047688	1	9E9E		[鹿/章]	獐	
00539	M047878	M047878	0	2A37F		[麥*廣]		
00540	M011219	M011219	1	6199		[喜/心]		
00541	M033824	M033824	1	8827		[壹-豆+(石/(虫*虫))]	蠹	
00542	M021606	M021606	0	3F44		[斯/瓦]		
00543	M072680	CB0543				[棠*支]		
00544	M016897	M016897	1	6BFA		[毯-炎+俞]	毹	
00545	M016865	M016865	1	6BF1		[毯-炎+匊]	鞠	
00546	M043688	M043688	1	9866		[焦*頁]	憔	
00547	M037856	M037856	0	28150		[無/足]		
00548	M021948	M021948	0	24CD6		[番*去]		
00549	M044009	M044009	1	98DC		[番*飛]	翻	
00550	M013599	M013599	0	230C6		[登*斤]	斲	
00551	M025635	M025635	1		7ABB	[窗/心]	窗	
00552	M026071	M026071	1	7B6F		[筋-肋+助]	箸	
00553	M029464	M029464	1		8103	[絕-糸+月]	脆	
00554	M011668	M011668	1	6231		[虛*戈]	戲	
00555	M023495	M023495	1	7771		[暇-日+目]	暇	
00556	M003165	M003165	1	53DA		[暇-日]		
00557	M054093	M054093	1	6E13		[浮-子+夫]	溪	
00558	M024350	M024350	1	78AF		[瑙-王+石]	瑙	
00559	M028386	M028386	1	7F82		[罩-卓+絹]	罥	
00560	M029502	M029502	1	811A		[腳-谷+去]	腳	
00561	M003256	M003256	1	53F7		[號-虎]	號	
00562	M078863	M078863	0	47FD		[跳-兆+(梳-木)]	疏	
00563	M037868	M037868	1	8E70		[跳-兆+(厂@(豆*寸))]	躕	
00564	M037442	M037442	1	8DC9		[跳-兆+令]		
00565	M037579	M037579	1	8E08		[跳-兆+束]	疏	
00566	M037701		0	4812		[跍*月]		
00567		M037809	0		28114	[跳-兆+專]		
00568	M037788	M037788	0	28108		[跳-兆+梁]		
00569	M037884	M037884	1	8E79		[跳-兆+翕]		
00570	M037912	M037912	1	8E83		[跳-兆+辟]	躄	
00571	M065770	M065770				[跳-兆+尃]		
00572	M004414	M004414	1	5675		[道/口]	道	
00573	M021659	M021659	1	751E		[嘗-旨+甘]	嘗	
00574	M032592	M032592	0	2713C		[夢-夕+登]		
00575	M007379	M007379	0	21AF8		[寧*吉]		
00576	M043724	M043724	0	29573		[寧*頁]		
00577	M013431	M013431	1	6585		[敲-高+學]		
00578	M017531	M017531	0	3CEC		[漩-方]	漩	
00579	M018497	M018497	0	3D71		[漂*寸]	漂	
00580	M005542	M005542	1	58CD		[漸/土]	塹	
00581	M034980	M034980	1	89BC		[爾*見]	覶	
00582	M031432	M031432	1	8462		[蓋-去+太]	蓋	
00583	M043945	M043945	1	98C3		[颱-台+票]	飄	
00584	M043812	M043812	1		98B0	[颱-台+犮]		
00585	M043965	M043965	1	98C8		[颱-台+焱]	飆	
00587	M048543	M048543	1	9F45		[鼻*臭]	嗅	
00588	M005385	M005385	1	5872		[殤-歹+土]	場	
00589	M018253	M018253	0	3D4E		[澗-日+月]	澗	
00590	M020123	M020123	0	246B2		[穀-禾+牛]		
00591	M027067	M027067	1	7CD3		[穀-禾+米]	穀	
00592	M016693	M016693	0	3C89		[穀-禾+卵]		
00593	M034083	M034083	0	27602		[衝-重+童]	衝	
00594	M025790	M025790	1	7AEA		[豎-豆+立]	豎	
00595	M047733	M047733	1		9EA8	[麩-夫+少]		
00596	M047769	M047769	0		4D35	[麩-夫+并]	餅	
00597	M072304	CB0597	0		4D43	[麩-夫+黃]		
00598	M048614	M048614	1	9F5A		[齒*乍]	齰	
00599	M048653	M048653	1	9F69		[齒*交]	咬	
00600	M048697	M048697	0	2A628		[齒*來]		
00601	M067256	M067256	0	2A641		[齒*查]		
00602	M048740	M048740	0	2A649		[齒*差]	齹	
00603	M048773	M048773	0	4DA7		[齒*堯]	咬	
00604	M048791	M048791	0	4DA9		[齒*齊]		
00605	M005520	M005520	1	58C3		[彊-弓+土]	疆	
00606	M021895	M021895	1	757A		[彊-弓]	疆	
00607	M012342	M012342	0	22BEF		[據-豕+巾]	搋	
00608	M044455	M044455	0	4275		[篡-ㄙ+食]	饌	
00610	M032410	M032410	1	8602		[蕊/木]	蕊	
00611	M032564	M032564	0	2711C		[蕊/糸]	蕊	
00612	M018312	M018312	1	6F81		[澀-(刃*刃)+止]	澀	
00613	M016324	M016324	1	6B70		[澀-(泳-永)]	澀	
00614	M015978	M015978	1	6B1D		[爵-(采-木)+(樊-大)]	鬱	
00616	M019883	M019883	1	7255		[聰-耳+片]	窗	
00617	M032478	M032478	1	8616		[薛/木]	櫱	
00618		CB0618	1		96B7	[隸-木+土]	隸	
00619	M041928	M041928	1	96B7		[隸-木+士]	隸	
00620	M048575	M048575	0	2A5C7		[齋-示+(二/月)]	臍	
00621	M047502	M047502	1	9E1C		[瞿*鳥]	鴝	
00622	M023630	M023630	1	7796		[醫-酉+目]		
00623	M035906	M035906	0	27AE6		[醫-酉+言]		
00624	M067847	M067847	1		7C68	[簽*欠]	奩	
00625	M012859	M012859	1	64E5		[覽-見+手]	攬	
00626	M057087	M057087	0	3CB2		[疊*毛]		
00628	M029924	M029924	1	81B8		[髓-骨+月]		
00629	M035991	M035991	1		8B4D	[(應-心)/言]	應	
00630	M001830	M001830	1	51FE		[凵@(口*了*又)]	函	
00631	M001807	M001807	1	51F7		[凵@土]	塊	
00632	M002692	M002692	0	3538		[匚@虒]		
00633	M002655	M002655	1	5333		[匚@僉]	奩	
00634	M003005	M003005	1	53A8		[厂@(豆*寸)]	廚	
00635		CB0635				[厂@禾]		
00636	M054556	M054556	1	5ED0		[序-予+既]	廄	
00638	M071253	M071253				[囗@ㄨ]		
00639	M004706	M004706	1	56E6		[囗@水]	淵	
00640	M004779	M004779	0	211EA		[囗@告]	窖	
00641	M010156	M010156	0	2250C		[彳*卑]	俾	
00642	M010174	M010174	1	5FA7		[彳*扁]	遍	
00643	M046903	M046903	1	9D46		[彳*鳥*亍]		
00644	M018891	M018891	1	7081		[烈-列+旡]	氣	
00645	M017073	M017073	0	23C66		[气@盆]	氛	
00646	M019763	M019763	1	7240		[爿*木]	床	
00647	M022975	M022975	1		76CB	[犮/皿]	缽	
00648	M028201	M028201	1	5188		[网-ㄨ]		
00649	M034790	M034790	1		8987	[襾/(革*月)]	霸	
00650	M034794	M034794	1		8989	[襾/(革*奇)]	羈	
00651	M034795	M034795	1		898A	[襾/(革*馬)]	羈	
00653	M004663	M004663	0	21186		[咑-丁+羅]		
00654	M016102	M016102	0	238CB		[夌*欠]		
00655	M022887	M022887	1	76B7		[壴*皮]	鼓	
00656	M067300	M067300				[峚-大+(企-止)]		
00657	M033279	M033279	0	45CD		[彖/虫]	蠡	
00658	M059744	M059744	1	70EA		[栚-木+火]		
00659	M051198	M051198	1	5173		[栚-木]		
00660	M045359	M045359	1	9AE0		[髟/几]	髡	
00661	M045486	M045486	0	29B64		[髟/公/心]		
00662	M045414	M045414	1	9AF4		[髟/弗]		
00663	M045462	M045462	1	9B00		[髟/弟]	剃	
00664	M045463	M045463	0	29B53		[髟/酉]		
00665	M010875	M010875	1	60FD		[惛-氏+民]	惛	
00666	M016202	M016202	1	6B58		[焱*欠]	欻	
00667	M067848	M067848	1		7F65	[罥-口+ㄙ]	罥	
00668	M029428	M029428	1	80EE		[舽-舟+月]		
00669	M002243	M002243	1	5292		[僉*刃]	劍	
00670	M016658	M016658	0	23AAC		[穀-(一/禾)+牛]		
00671	M019097	M019097	0	3DC0		[煢-(冗-几)]	煢	
00672	M030632	M030632	1	8276		[豊*色]	豔	
00673	M015078	M015078	1	6936		[稯-禾+木]	棕	
00674	M047429	M047429	1	9E0E		[賏/鳥]	鶯	
00675	M023432	M023432	1	7758		[圜-囗]	瞏	
00676	M019134	M019134	1	712D		[橩-木]		
00677	M036125	M036125	1	8B90		[雔/言]	讎	
00678	M054620	M054620	1	764E		[癇-月+日]	癇	
00679	M027692	M027692	1	7DF5		[繌-囟+凶]		
00680	M055984	M055984	1	9441		[鍐-凶+(鬯-匕)]	鍐	
00681	M072561	CB0681	0	299B2		[騣-凶+(鬯-匕)]	騣	
00682	M032662	M032662	0	27191		[藿-隹+雔]		
00683	M072318	CB0683	1	8E6E		[躚-(這-言)]	躚	
00684	M047310	M047310	0	2A171		[(尸@禹)*鳥]	鸀	
00685	M029762	M029762	0	4421		[〦/(刀*ㄚ*(留-刀-田))/肉]	臍	
00686	M030967	M030967	1	8355		[卄/肋]	筋	
00687	M032058	M032058	0	26F2E		[卄/幹]		
00688	M004521	M004521	0	2109C		[口*((啜-口)/酉)]		
00689	M003320	M003320	0	20BCB		[口*兮]		
00690	M067263	M067263				[口*陀]		
00691	M004628	M004628	1	56C7		[口*麗]		
00692	M005163	M005163	0		3648	[土*虎]		
00693	M005384	M005384	1	586A		[土*舀]	埳	
00694	M005354	M005354	1	5860		[土*追]		
00695	M067272	M067272	0	213DA		[土*虒]		
00696	M019292	M019292	1	7188		[烈-列+((厂-一)*臣*巳)]	熙	
00697	M034816	M034816	1	8994		[不/見]	覓	
00698	M029375	M029375	0	2667D		[月*冊]		
00699	M029804	M029804	0		267B2	[月*蚩]		
00700	M067266	M067266				[榳-廷+(崋-山+田)]		
00701	M014539	M014539	0	3B4A		[木*片]	析	
00702	M015652	M015652	1	6A8A		[木*幹]		
00703	M019340	M019340	0	3DEE		[火*曹]		
00704	M019040	M019040	1	70F1		[火*冏]		
00705	M012229	M012229	0	22B8E		[打-丁+虎]		
00706	M067001	M067001	1		637A	[打-丁+柰]	捺	
00708	M023355	M023355	0	25190		[目*吾]		
00709	M023583	M023583				[目*(嵐-几)]	眵	
00710	M023768	M023768	1	77C3		[目*寧]		
00711	M025250	M025250	1	7A45		[禾*康]	糠	
00712	M025319	M025319	0	258B6		[禾*會]		
00713	M025694	M025694	0	25A31		[穴/耦]	竊	
00714	M043446	M043446	0	4AC2		[多*頁]		
00716	M007242	M007242	0	3762		[宋-木+禹]	宇	
00717	M035597	M035597	1	8AB7		[言*罔]		
00718	M037002	M037002	0	27E5E		[赤*皮]	赧	
00719	M026240	M026240	0	25BE4		[竺-二+韋]		
00720	M067262	M067262	0	28964		[金*予]	舒	
00721	M040217	M040217	1	920B		[金*化]		
00722	M044520	M044520	1	999A		[香*分]		
00723	M022549	M022549	1	7655		[病-丙+雍]	癰	
00724	M067261	M067261				[益*曷]		
00726	M005997	M005997	1	596C		[將/大]	獎	
00727	M009639	M009639	0	38A1		[將/廾]	獎	
00728	M067264	M067264	0	4632		[袖-由+(梫-木)]		
00729	M038720	M038720	1	8FC0		[這-言+干]		
00730	M067260	M067260	0	264A1		[睪*羽]	翱	
00731	M067268	M067268				[睽-天+矢]		
00732	M058594	M058594	0	295FA		[颱-台+易]		
00733	M034187	M034187	0	27643		[褒-保+可]		
00734	M036068	M036068	0	471D		[繼-糸+言]		
00735	M050013	M050013	1	5FA4		[彳*建]	健	
00736	M010576	M010576	1	6061		[悕-巾+ㄙ]	吝	
00737	M067259	M067259				[堇*免]		
00738	M067271	M067271				[鄺-黃+黑]		
00739	M025645	M025645	1	7ABC		[穴/巢]		
00740	M067850	M067850				[這-言+囉]		
00741	M025664	M025664	1	7AC2		[寮-(宋-木)+穴]	寮	
00742	M067048	M067048				[王*((禾*ㄉ)/木)]	璃	
00743	M014921	M014921	1	68CA		[其/木]	棋	
00744	M067055	M067055				[彳*惠]		
00745	M067113	M067113				[(〦/賏)*毛]		
00746	M067851	M067851				[(ㄇ@人)/卓]	罩	
00747	M067188	M067188				[肄-聿+余]		
00748	M006218	M006218	1	59E7		[(女/女)*干]	奸	
00749	M067852	M067852				[(尸@(非/蜀))*斤]		
00750	M067094	M067094				[(台/十)*力]		
00751	M016720	M016720				[(穀-(一/禾)+米)/會]		
00752	M032160	M032160	0	26FA8		[卄/(阿-可+辛)/女]		
00753	M032126	M032126	0	26F46		[卄/(阿-可+辛)/子]	孽	
00754	M067853	M067853				[卄/(阿-可+辛)/木]	櫱	
00755	M067104	M067104				[卄/(跳-兆+束)]	蔬	
00756	M030903	M030903	0	44B5		[卄/好]		
00757	M031133	M031133	1	83BE		[卄/奔]	莽	
00758	M031094	M031094	0	44D1		[卄/汧]		
00759	M067854	M067854				[口*(曰/羅)]		
00760	M003981	M003981	0	20DD1		[口*癹]		
00761	M067004	M067004	0	20BC6		[口*女]		
00762	M003648	M003648	0	3592		[口*弟]		
00763	M067005	M067005	0	20E81		[口*弱]		
00764	M004113	M004113	0	35DB		[口*笑]	笑	
00765	M067006	M067006	0	20F2C		[口*商]		
00766	M004160	M004160	0	35E3		[口*帶]	嚏	
00767	M067007	M067007	0	3603		[口*惹]	喏	
00768	M061971	M061971	0	21060		[口*爾]		
00769	M004533	M004533	1	569F		[口*黎]		
00770	M004554	M004554	0	210E4		[口*賴]		
00771	M004603	M004603	0	3615		[口*藍]		
00772	M059286	M059286	1	56D5		[口*覽]		
00774	M067083	M067083				[土*缶]		
00775	M006200	M006200	1	59D9		[女*任]	妊	
00776	M008121	M008121	0	37CF		[山*含]		
00777	M008072	M008072	1	5CE9		[山/我]	峨	
00778	M067097	M067097				[山/密]		
00779	M067855	M067855				[巾*((ㄇ@人)/登)]		
00780	M016014	M016014	0	3C20		[亢*欠]		
00782	M067084	M067084	0	201FA		[仁-二+甲]	狎	
00783	M067085	M067085	0	2024C		[仁-二+肙]		
00784	M010366	M010366	1	5FE9		[公/心]	匆	
00785	M029878	M029878	0	2680A		[月*(止/(止*止))]	腦	
00786	M029377	M029377	1	80D2		[月*尼]		
00787	M029698	M029698	0	26769		[月*胃]	胃	
00788	M067109	M067109				[月*匋]		
00790	M014970	M014970	1	68ED		[木*夜]		
00791	M067856	M067856				[歹*占]		
00792	M019132	M019132	1	712C		[火*易]		
00793	M067157	M067157				[王*眾]		
00794	M073845	M073845				[乏-之+犮]	夭	
00795	M077838	M077838	0	22A9B		[打-丁+(改-己)]		
00796	M011894	M011894	0	22A94		[打-丁+互]	抵	
00797	M011941	M011941	1	62C5		[打-丁+旦]		
00798	M011949	M011949	0	39D7		[打-丁+此]		
00799	M065445	M065445	0	2AFBC		[目*壹]		
00800	M023887	M023887	0	2537D		[矛*重]		
00801	M067857	M067857				[石*(式-工+口)]		
00802	M024937	M024937	0	2575F		[禾*土]		
00803	M025227	M025227	0	4176		[禾*辱]	耨	
00804	M001617	M001617	1	51B3		[冰-水+夬]	決	
00805	M049288	M049288	0	246A5		[牟*含]		
00806	M067858	M067858				[糸*(占-口+乙)]	紇	
00808	M067859	M067859	0	268F1		[臣*責]	賾	
00809	M033180	M033180	0	27313		[虫*阜]	蛗	
00810	M067860	M067860	0	27387		[虫*蚤]		
00811	M033688	M033688	0	27493		[虫*瑟]		
00812	M048114	M048114	0	2A450		[尾*黑]		
00813	M036021	M036021	1	8B6E		[言*會]		
00814	M067861	M067861				[貝*番]		
00815	M067862	M067862				[貝*賓]		
00816	M038065	M038065	1	8EB0		[身*本]	體	
00818	M067187	M067187	0	24FFA		[其*皮]		
00819	M067863	M067863				[怡-台+(日/工)]		
00820	M010320	M010320	1	5FD3		[怡-台+干]		
00821	M010380	M010380	0	3907		[怡-台+夭]	懊	
00822	M011372	M011372	1	61DC		[怡-台+夢]		
00823	M018062	M018062	1	6ED9		[泳-永+(匚@隹)]	匯	
00824	M017827	M017827	1	6E4F		[泳-永+頁]		
00825	M018603	M018603	0	24077		[泳-永+適]	滴	
00826	M067864	M067864				[竺-二+戍]		
00827	M057153	M057153	1	7151		[者/火]	煮	
00828	M049826	M049826	0	28AFC		[金*敖]	鏊	
00829	M067201	M067201				[門@(圭*艮)]		
00830	M041494	M041494	0	28DC2		[門@報]	闕	
00831	M067105	M067105	0	28E99		[阿-可+兒]		
00832	M042467	M042467	0	4A31		[雨/復]	覆	
00833	M005824	M005824	0	20199		[亭*夜]		
00834	M067865	M067865				[烈-列+(里*吉)]	黠	
00835	M067866	M067866				[病-丙+((日/月)*戈)]		
00836	M067158	M067158				[病-丙+(匆/心)]		
00837	M022397	M022397	0	24E31		[病-丙+盍]		
00838	M022476	M022476	0	24E6A		[病-丙+區]		
00839	M045305	M045305	1	9AD7		[骨*盧]	顱	
00840	M045650	M045650	0	29C16		[鬥@(豆*斤)]	鬥	
00841	M037807	M037807	0	4820		[帶/足]		
00842	M034679	M034679	1	8967		[袖-由+爾]		
00843	M067107	M067107				[這-言+((美-王-大)/(尸@巾))]		
00844	M067106	M067106	1		8FE2	[這-言+((美-王-大)/口)]	迢	
00845	M039128	M039128				[這-言+(血/(豕-一))]		
00846	M016965	M016965	0	3CAA		[登*毛]		
00847	M067112	M067112	0	23C05		[翕*毛]	毾	
00848	M017903	M017903	0	2A3ED		[黍-禾+利]	黎	
00849		CB0849	0		47E6	[跳-兆+(乏-之+(犮-、))]	跋	
00850	M037483	M037483	0	27FFD		[跳-兆+叵]		
00851	M037600	M037600	0	2805F		[跳-兆+我]		
00852	M037601	M037601	0	28075		[跳-兆+府]	跗	
00853	M067003	M067003				[寧*也]		
00854	M067096	M067096				[寤-吾+告]		
00855	M002776	M002776	0	209D2		[占-口+乙]	乞	
00857	M067867	M067867				[糝-(彰-章)+(恭-共)]	糝	
00858	M067868	M067868				[薜/女]	孽	
00859	M006890	M006890	0	3738		[薛/女]	孽	
00860	M033724	M033724	1	880E		[蟒-廾+卉]	蟒	
00861	M067869	M067869				[薩/女]		
00862	M067154	M067154	1		747F	[醫-酉+王]	瑿	
00863	M067189	M067189				[醫-酉+耳]		
00865	M013640	M013640	0		25661	[旃-方+示]		
00866	M067111	M067111	0	23ACD		[僉*殳]	歛	
00867	M067870	M067870				[蜎-口+曰]	蝐	
00868	M074762	M074762	0	262FA		[罽-厂]	罽	
00870	M032037	M032037	0	26F10		[卄/焱]		
00871	M015475	M015475	0	3BCF		[聲-耳+木]		
00872		CB0872				[(改-己+牙)/(厂@万)]		
00873	M067871	M067871				[(改-己+牙)/力]		
00874	M011521	M011521	1	6205		[(章*貢)/心]	戇	
00875	M030851	M030851	0	44AB		[卄/代]		
00876	M031884	M031884	1	8534		[卄/麻]	麻	
00877	M032276	M032276	0	26FD4		[卄/弊]	蔽	
00878	M032455	M032455	1	860D		[卄/勳]	薰	
00879	M032245	M032245	0	26FC1		[卄/稫]		
00880	M067872	M067872	0	20C9C		[口*爭]		
00881	M072730	CB0881				[口*御]	啣	
00882	M061755	M061755	0	21031		[口*號]		
00883	M006822	M006822	0	372E		[女*監]		
00884	M006071	M006071	1	5989		[女*冘]		
00885	M006122	M006122	1	59AD		[女*犮]		
00886	M002845	M002845	1	536D		[工*ㄗ]		
00888	M015428	M015428	1	6A12		[木*密]	榓	
00889	M021045	M021045	0	3ED4		[王*垂]		
00890	M067873	M067873				[打-丁+親]		
00891	M024345	M024345	0	40CD		[石*(隊-(阿-可))]	墜	
00892	M025122	M025122	0	415C		[禾*垂]		
00893	M025208	M025208	1	7A38		[禾*畜]	蓄	
00894	M025345	M025345	1	7A6A		[禾*爾]	稱	
00895	M072466	CB0895	0	259CC		[穴/(爿*未)]	寐	
00896	M025614	M025614	0	259DD		[穴/悟]	寤	
00897	M067356	M067356				[穴/視]	窺	
00898	M067357	M067357				[糸*筵]		
00899	M033250	M033250	0	27352		[虫*耑]		
00900	M018447	M018447	0	23FD6		[利-禾+漂]	漂	
00901	M007318	M007318	0	376F		[宋-木+喬]		
00902	M009439	M009439	0	22282		[序-予+(青-月+回)]	廧	
00903	M072703	CB0903				[改-己+斥]		
00904	M013211	M013211	0	3A8D		[改-己+孛]	勃	
00905	M046002	M046002	0	4C3B		[改-己+魚]	漁	
00906	M072700	M072700				[每*殳]	敏	
00907	M020357	M020357	0	3E68		[狂-王+由]	狖	
00908	M033068	M033068	0	272E0		[豕/虫]	蠡	
00909	M036672	M036672	0	27D2B		[貝*寸]	得	
00911	M010339	M010339	0	38FF		[怡-台+勺]		
00912	M010424	M010424	1	6007		[怡-台+巨]		
00913	M072708	CB0913				[怡-台+罕]		
00914	M011097	M011097	0	397D		[怡-台+責]		
00915	M011237	M011237	1	61A3		[怡-台+番]		
00916	M017112	M017112	0	23C7D		[泳-永+乃]		
00917	M017225	M017225	1	6CA0		[泳-永+爪]	派	
00918	M028454	M028454	1	7F97		[羌-儿+(鬼-(白-日+田))]		
00919	M072717	CB0919	0	28A74		[金*穿]		
00920	M022024	M022024	0	24D28		[病-丙+又]		
00921	M072702	CB0921				[病-丙+漏]		
00922	M037161	M037161	0	47AF		[起-巳+孚]		
00924	M072723	CB0924				[袖-由+王]	衽	
00925	M038832	M038832	0	284AC		[這-言+至]		
00926	M046647	M046647	0	29F9C		[鳥/力]		
00927	M048065	M048065	0	2A426		[黑*亢]		
00928	M054425	M054425	1	85C1		[蒿/木]		
00929	M009079	M009079	1	5E5E		[噗-口+巾]	襆	
00930	M045786	M045786	0	29C90		[魅-未+勿]	魅	
00931	M067775	M067775	0		2A37F	[麩-夫+廣]		
00932	M072724	CB0932	0	25816		[黎-(暴-(日/共))+(恭-共)]	黎	
00933	M005456	M005456	0	3669		[嘹-口+土]		
00934	M031548	M031548	1	8480		[草-十+皿]		
00935	M072698	CB0935				[凵@(缶-午+千)]		
00936	M067359	M067359				[豸*冗]		
00937	M036547	M036547	1	8C87		[豸*艮]		
00938	M036572	M036572	1	8C8E		[豸*兒]	猊	
00939	M012589	M012589	0	22CB9		[撘-合+台]	笞	
00941	M067086	M067086				[口*(自/死)]	嗅	
00942	M004549	M004549	0	3611		[口*(隸-木+士)]		
00943	M004173	M004173	0	35E5		[口*郭]		
00944	M004530	M004530	0	210A1		[口*數]		
00945	M004907	M004907	1	573F		[土*介]		
00946	M005024	M005024	0	2129F		[土*目]		
00947	M072682	CB0947				[土*崖]		
00948		CB0948				[女*(乖-千+乇)]	姚	
00949	M006502	M006502	0	217A2		[女*剋]		
00950	CB0950	CB0950				[巾*((宋-木)/登)]	幀	
00951	M001292	M001292	0	2043B		[仁-二+蹇]		
00952	M011758	M011758	0	22A58		[戶@盍]		
00953	M067244	M067244				[日/目]		
00955	M029298	M029298	1	80A8		[月*丰]		
00956	M072677	CB0956	0	26729		[月*忽]	腦	
00957	M067156	M067156	0	249DA		[王*(匆/心)]	璁	
00958	M020901	M020901	1	73BD		[王*句]		
00959	M028469	M028469	0	2636C		[古/羊]	辜	
00960	M067100	CB0960				[捺-示+干]		
00961	M060582	M060582	0	22BBF		[打-丁+乖]		
00962	M012187	M012187				[抾-ㄙ+(乏-之+(衣-〦))]		
00963	M067078	M067078	0	22C4D		[打-丁+勉]	挽	
00965	M023904	M023904	0	408C		[矛*童]		
00966	M024656	M024656	0		2562B	[示*可]		
00967	M025632	M025632	1	7AB9		[穴/(爿*吾)]		
00968	M067108	M067108				[成/心]		
00969	M067117	M067117				[牟*合]		
00970	M013498	M013498	0	3AB6		[百*斗]	斛	
00971	M027225	M027225	1	7CFC		[糸*力]		
00972	M074108	M074108				[自/幸]	罪	
00973	M072384	CB0973				[虫*(打-丁+片)]		
00974	M053063	M053063	1	5B82		[宋-木+几]		
00975	M020312	M020312	0	24754		[狂-王+付]		
