001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
018##T0890    5,佛說瑜伽大教王經                                                                   ,【宋 法賢譯】
018##T0891    1,佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經                                         ,【宋 法賢譯】
018##T0892    5,佛說大悲空智金剛大教王儀軌經                                                       ,【宋 法護譯】
018##T0893a   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018##T0893b   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018##T0893c   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018##T0894a   3,蘇悉地羯羅供養法                                                                   ,【唐 善無畏譯】
018##T0894b   2,蘇悉地羯羅供養法                                                                   ,【唐 善無畏譯】
018##T0895a   3,蘇婆呼童子請問經                                                                   ,【唐 輸波迦羅譯】
018##T0895b   2,蘇婆呼童子請問經                                                                   ,【唐 輸波迦羅譯】
018##T0896    4,妙臂菩薩所問經                                                                     ,【宋 法天譯】
018##T0897    3,蕤呬耶經                                                                           ,【唐 不空譯】
018##T0898    1,佛說毘奈耶經                                                                       ,【】
018##T0899    1,清淨法身毘盧遮那心地法門成就一切陀羅尼三種悉地                                     ,【】
018##T0900    1,十八契印                                                                           ,【唐 惠果造】
018##T0901   12,陀羅尼集經                                                                         ,【唐 阿地瞿多譯】
018##T0902    1,總釋陀羅尼義讚                                                                     ,【唐 不空譯】
018##T0903    1,都部陀羅尼目                                                                       ,【唐 不空譯】
018##T0904    1,念誦結護法普通諸部                                                                 ,【唐 金剛智述】
018##T0905    1,三種悉地破地獄轉業障出三界祕密陀羅尼法                                             ,【唐 善無畏譯】
018##T0906    1,佛頂尊勝心破地獄轉業障出三界祕密三身佛果三種悉地真言儀軌                           ,【唐 善無畏譯】
018##T0907    1,佛頂尊勝心破地獄轉業障出三界祕密陀羅尼                                             ,【唐 善無畏譯】
018##T0908    1,金剛頂瑜伽護摩儀軌                                                                 ,【唐 不空譯】
018##T0909    1,金剛頂瑜伽護摩儀軌                                                                 ,【唐 不空譯】
018##T0910    1,梵天擇地法                                                                         ,【】
018##T0911    1,建立曼荼羅及揀擇地法                                                               ,【唐 慧琳集】
018##T0912    1,建立曼荼羅護摩儀軌                                                                 ,【】
018##T0913    1,火[合*牛]供養儀軌                                                                  ,【】
018##T0914    1,火吽軌別錄                                                                         ,【】
018##T0915    1,受菩提心戒儀                                                                       ,【唐 不空譯】
018##T0916    1,受五戒八戒文                                                                       ,【】
018##T0917    1,無畏三藏禪要                                                                       ,【】
019##T0918    1,諸佛心陀羅尼經                                                                       ,【唐 玄奘譯】
019##T0919    1,諸佛心印陀羅尼經                                                                     ,【宋 法天譯】
019##T0920    2,佛心經                                                                               ,【唐 菩提流志譯】
019##T0921    1,阿[門@(人/(人*人))]如來念誦供養法                                                    ,【唐 不空譯】
019##T0922    1,藥師琉璃光如來消災除難念誦儀軌                                                       ,【唐 一行撰】
019##T0923    1,藥師如來觀行儀軌法                                                                   ,【唐 金剛智譯】
019##T0924A   1,藥師如來念誦儀軌                                                                     ,【唐 不空譯】
019##T0924B   1,藥師如來念誦儀軌                                                                     ,【唐 不空譯】
019##T0924C   1,藥師儀軌一具                                                                         ,【】
019##T0925    2,藥師琉璃光王七佛本願功德經念誦儀軌                                                   ,【元 沙囉巴譯】
019##T0926    1,藥師琉璃光王七佛本願功德經念誦儀軌供養法                                             ,【元 沙囉巴譯】
019##T0927    1,藥師七佛供養儀軌如意王經                                                             ,【清 工布查布譯】
019##T0928    1,修藥師儀軌布壇法                                                                     ,【清 阿旺扎什補譯】
019##T0929    1,淨琉璃淨土摽                                                                         ,【】
019##T0930    1,無量壽如來觀行供養儀軌                                                               ,【唐 不空譯】
019##T0931    1,金剛頂經觀自在王如來修行法                                                           ,【唐 不空譯】
019##T0932    1,金剛頂經瑜伽觀自在王如來修行法                                                       ,【唐 金剛智譯】
019##T0933    1,九品往生阿彌陀三摩地集陀羅尼經                                                       ,【唐 不空譯】
019##T0934    1,佛說無量功德陀羅尼經                                                                 ,【宋 法賢譯】
019##T0935    1,極樂願文                                                                             ,【清 達喇嘛嘎卜楚薩木丹達爾吉譯】
019##T0936    1,大乘無量壽經                                                                         ,【唐法成譯】
019##T0937    1,佛說大乘聖無量壽決定光明王如來陀羅尼經                                               ,【宋 法天譯】
019##T0938    1,釋迦文尼佛金剛一乘修行儀軌法品                                                       ,【】
019##T0939    2,佛說大乘觀想曼拏羅淨諸惡趣經                                                         ,【宋 法賢譯】
019##T0940    1,佛說帝釋巖祕密成就儀軌                                                               ,【宋 施護譯】
019##T0941    1,釋迦牟尼佛成道在菩提樹降魔讚                                                         ,【】
019##T0942    1,釋迦佛讚                                                                             ,【清 達喇嘛薩穆丹達爾吉譯】
019##T0943    1,佛說無能勝幡王如來莊嚴陀羅尼經                                                       ,【宋 施護譯】
019##T0944A   1,大佛頂如來放光悉怛多缽怛囉陀羅尼                                                     ,【唐 不空譯】
